run_id,model_type,seed,num_ants,mean_arrest_duration,pheromones.pheromone_max_timestep,pheromones.pheromone_radius_multiplier,pheromones.pheromone_threshold,experiment,pheromones.pheromone_decay_rate,pheromones.pheromone_deposition_rate
153,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,1.0
38,stigmergy,123,64,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
359,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
392,stigmergy,123,128,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
154,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
366,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
36,stigmergy,123,64,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
196,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
162,stigmergy,123,64,10.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
350,stigmergy,123,128,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.99,3.0
368,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
31,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
357,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
165,stigmergy,123,64,10.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
191,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
131,stigmergy,123,64,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
303,stigmergy,123,128,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
91,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
65,stigmergy,123,64,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
304,stigmergy,123,128,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
136,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
62,stigmergy,123,64,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
96,stigmergy,123,64,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
109,stigmergy,123,64,5.5,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
332,stigmergy,123,128,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
100,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
54,stigmergy,123,64,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
107,stigmergy,123,64,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.99,3.0
335,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
98,stigmergy,123,64,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
138,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
53,stigmergy,123,64,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,3.0
30,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
369,stigmergy,123,128,5.5,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,1.0
190,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
164,stigmergy,123,64,10.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
356,stigmergy,123,128,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
37,stigmergy,123,64,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
351,stigmergy,123,128,5.5,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
163,stigmergy,123,64,10.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
197,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
358,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
367,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,2.0
155,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
199,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
39,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
152,stigmergy,123,64,5.5,,3.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
360,stigmergy,123,128,5.5,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
334,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
106,stigmergy,123,64,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
99,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,1.0
52,stigmergy,123,64,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
139,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
101,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
333,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
55,stigmergy,123,64,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
137,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
305,stigmergy,123,128,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
97,stigmergy,123,64,5.5,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,2.0
108,stigmergy,123,64,5.5,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
63,stigmergy,123,64,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
302,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
130,stigmergy,123,64,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
64,stigmergy,123,64,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
90,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
270,stigmergy,123,128,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
284,stigmergy,123,128,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
248,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
283,stigmergy,123,128,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,2.0
277,stigmergy,123,128,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
241,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
279,stigmergy,123,128,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
246,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
212,stigmergy,123,64,10.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
215,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,3.0
223,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
224,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
278,stigmergy,123,128,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
247,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
240,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
249,stigmergy,123,128,3.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
276,stigmergy,123,128,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
282,stigmergy,123,128,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
285,stigmergy,123,128,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
271,stigmergy,123,128,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
225,stigmergy,123,64,10.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
222,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
214,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
213,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
231,stigmergy,123,64,10.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
209,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
236,stigmergy,123,64,10.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
200,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
238,stigmergy,123,64,10.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
207,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,1.0
253,stigmergy,123,128,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
298,stigmergy,123,128,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
254,stigmergy,123,128,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
262,stigmergy,123,128,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
296,stigmergy,123,128,3.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,3.0
291,stigmergy,123,128,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
265,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
239,stigmergy,123,64,10.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
206,stigmergy,123,64,10.0,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
201,stigmergy,123,64,10.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
208,stigmergy,123,64,10.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
237,stigmergy,123,64,10.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
230,stigmergy,123,64,10.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
264,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
290,stigmergy,123,128,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
297,stigmergy,123,128,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,1.0
263,stigmergy,123,128,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
255,stigmergy,123,128,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
252,stigmergy,123,128,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
299,stigmergy,123,128,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
46,stigmergy,123,64,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
79,stigmergy,123,64,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
112,stigmergy,123,64,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
320,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
318,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
41,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
327,stigmergy,123,128,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
115,stigmergy,123,64,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,2.0
83,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
77,stigmergy,123,64,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
311,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
123,stigmergy,123,64,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
48,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
70,stigmergy,123,64,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.95,2.0
329,stigmergy,123,128,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
84,stigmergy,123,64,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
124,stigmergy,123,64,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,2.0
316,stigmergy,123,128,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
184,stigmergy,123,64,10.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
342,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,1.0
170,stigmergy,123,64,10.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
24,stigmergy,123,64,3.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
389,stigmergy,123,128,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
177,stigmergy,123,64,10.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
345,stigmergy,123,128,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
183,stigmergy,123,64,10.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
148,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,2.0
23,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
141,stigmergy,123,64,5.5,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
373,stigmergy,123,128,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
4,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
387,stigmergy,123,128,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
15,stigmergy,123,64,3.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,1.0
380,stigmergy,123,128,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
3,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
374,stigmergy,123,128,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
146,stigmergy,123,64,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,3.0
12,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
179,stigmergy,123,64,10.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
328,stigmergy,123,128,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
85,stigmergy,123,64,5.5,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,2.0
71,stigmergy,123,64,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
317,stigmergy,123,128,3.0,,3.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
125,stigmergy,123,64,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.95,3.0
76,stigmergy,123,64,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
82,stigmergy,123,64,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,2.0
49,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
122,stigmergy,123,64,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
310,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,2.0
40,stigmergy,123,64,3.0,,2.5,6.0,stigmergy_decay_threshold_sweep,0.95,2.0
319,stigmergy,123,128,3.0,,3.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
114,stigmergy,123,64,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.9,1.0
326,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
47,stigmergy,123,64,3.0,,2.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
321,stigmergy,123,128,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
113,stigmergy,123,64,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
78,stigmergy,123,64,3.0,,3.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
147,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,1.0
375,stigmergy,123,128,5.5,,2.5,9.0,stigmergy_decay_threshold_sweep,0.99,1.0
2,stigmergy,123,64,3.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.9,3.0
381,stigmergy,123,128,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.9,1.0
178,stigmergy,123,64,10.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.95,2.0
13,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.95,2.0
386,stigmergy,123,128,5.5,,3.5,9.0,stigmergy_decay_threshold_sweep,0.9,3.0
5,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
372,stigmergy,123,128,5.5,,2.5,6.0,stigmergy_decay_threshold_sweep,0.99,1.0
140,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.9,3.0
14,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
182,stigmergy,123,64,10.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
344,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,3.0
176,stigmergy,123,64,10.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
22,stigmergy,123,64,3.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,2.0
149,stigmergy,123,64,5.5,,3.5,6.0,stigmergy_decay_threshold_sweep,0.95,3.0
171,stigmergy,123,64,10.0,,1.5,3.0,stigmergy_decay_threshold_sweep,0.95,1.0
343,stigmergy,123,128,5.5,,1.5,3.0,stigmergy_decay_threshold_sweep,0.99,2.0
185,stigmergy,123,64,10.0,,1.5,6.0,stigmergy_decay_threshold_sweep,0.99,3.0
25,stigmergy,123,64,3.0,,1.5,9.0,stigmergy_decay_threshold_sweep,0.99,2.0
388,stigmergy,123,128,5.5,,3.5,3.0,stigmergy_decay_threshold_sweep,0.95,2.0
